UP-VAL-75_T	cnvkit	ATM	chr11	107941002	108225621	0.26	0.0	284620.0	66	-0.281391	NA
UP-VAL-75_T	cnvkit	BRCA2	chr13	32892088	33349210	0.0	0.0	457123.0	252	-0.144891	NA
UP-VAL-78_T	cnvkit	NF1	chr17	29490183	29686053	0.67	0.005208333333333333	195871.0	74	0.348485	NA
UP-VAL-78_T	cnvkit	BRCA1	chr17	41201333	41276495	0.58	0.015625	75163.0	171	-0.708362	NA
UP-VAL-80_T	cnvkit	BRCA2	chr13	32902158	33349210	1.16	0.0	447053.0	227	0.218615	NA
UP-VAL-80_T	cnvkit	RB1	chr13	48296848	49054227	1.26	0.0	757380.0	53	-0.0477981	NA
UP-VAL-80_T	cnvkit	NF1	chr17	29482980	29686053	0.66	0.005208333333333333	203074.0	76	-0.187332	NA
UP-VAL-80_T	cnvkit	CHD1	chr5	97914966	98239632	0.46	0.0	324667.0	33	-0.164683	NA
UP-VAL-41_T	cnvkit	ATM	chr11	107941002	108225621	0.82	0.0	284620.0	66	-0.492703	NA
UP-VAL-41_T	cnvkit	BRCA2	chr13	32893927	33349210	0.0	0.0	455284.0	247	-0.241102	NA
UP-VAL-41_T	cnvkit	PALB2	chr16	23632662	23846951	0.4	0.0	214290.0	19	0.514343	NA
UP-VAL-41_T	cnvkit	NF1	chr17	29490183	29686053	0.72	0.005208333333333333	195871.0	74	0.277518	NA
UP-VAL-41_T	cnvkit	BRCA1	chr17	41195208	41369636	0.61	0.0	174429.0	189	-0.563084	NA
UP-VAL-43_T	cnvkit	BRCA2	chr13	32892088	33349210	0.2	0.0	457123.0	252	-0.186136	NA
UP-VAL-43_T	cnvkit	NF1	chr17	29482980	29686053	1.27	0.005208333333333333	203074.0	76	-0.177419	NA
UP-VAL-45_T	cnvkit	ATM	chr11	108098331	108225621	0.68	0.0	127291.0	62	-0.355204	NA
UP-VAL-45_T	cnvkit	BRCA2	chr13	32892088	32973920	0.41	0.005208333333333333	81833.0	213	-0.223705	NA
UP-VAL-45_T	gatk_cnv	RB1	chr13	48916465	48923429	-0.9	0.005208333333333333	6965.0	4	nan	0
UP-VAL-45_T	cnvkit	NF1	chr17	29490183	29686053	0.78	0.005208333333333333	195871.0	74	-0.468254	NA
UP-VAL-45_T	cnvkit	BRCA1	chr17	41195208	41369636	1.16	0.0	174429.0	189	-0.282546	NA
UP-VAL-46_T	cnvkit	BRCA2	chr13	32889259	33378084	0.0	0.0	488826.0	261	-0.47473	NA
UP-VAL-46_T	gatk_cnv	BRCA2	chr13	32896605	32943863	0.61	0.0	47259.0	41	0.228889	16
UP-VAL-46_T	gatk_cnv	BRCA2	chr13	32943864	32951595	0.71	0.0	7732.0	12	0.484327	4
UP-VAL-46_T	cnvkit	PALB2	chr16	23632662	23846951	0.0	0.0	214290.0	19	NA	NA
UP-VAL-46_T	cnvkit	NF1	chr17	29486007	29686053	0.4	0.005208333333333333	200047.0	75	NA	NA
UP-VAL-46_T	cnvkit	BRCA1	chr17	41201333	41369636	0.43	0.0	168304.0	173	-0.804348	NA
VAL-11_T	cnvkit	ATM	chr11	107941002	108236255	0.38	0.0	295254.0	70	-0.67122	NA
VAL-11_T	cnvkit	BRCA2	chr13	32892088	33349210	0.01	0.0	457123.0	252	-0.354255	NA
VAL-11_T	cnvkit	PALB2	chr16	23625304	23846951	0.0	0.0	221648.0	20	NA	NA
VAL-11_T	cnvkit	NF1	chr17	29482980	29686053	0.66	0.005208333333333333	203074.0	76	-1.06566	NA
VAL-11_T	cnvkit	BRCA1	chr17	41201333	41369636	0.0	0.0	168304.0	173	-1.07173	NA
VAL-12_T	cnvkit	ATM	chr11	107941002	108225621	1.13	0.0	284620.0	66	-0.752459	NA
VAL-12_T	cnvkit	FANCA	chr16	89804363	89881041	0.15	0.0	76679.0	43	0.319706	NA
VAL-13_T	cnvkit	BRCA2	chr13	32893927	32973920	0.49	0.005208333333333333	79994.0	208	-1.1555	NA
VAL-13_T	cnvkit	TSC2	chr16	2111851	2294889	0.0	0.005208333333333333	183039.0	55	-1.44778	NA
VAL-13_T	cnvkit	BRCA1	chr17	41192674	41272491	0.0	0.015625	79818.0	190	0.360846	NA
VAL-14_T	cnvkit	NF1	chr17	29554520	29664918	0.73	0.0	110399.0	44	0.365772	NA
VAL-59_T	cnvkit	NF1	chr17	29490183	29686053	0.72	0.005208333333333333	195871.0	74	-1.11918	NA
VAL-59_T	cnvkit	BRCA1	chr17	41210651	41249504	0.8	0.005208333333333333	38854.0	99	0.185032	NA
VAL-61_T	cnvkit	BRCA2	chr13	32889259	33349210	1.12	0.0	459952.0	260	-0.469777	NA
VAL-61_T	cnvkit	PALB2	chr16	23625304	23976990	0.69	0.0	351687.0	22	0.524573	NA
VAL-61_T	cnvkit	BRCA1	chr17	41201333	41276495	0.7	0.015625	75163.0	171	-0.418664	NA
VAL-22_T	cnvkit	ATM	chr11	107941002	108236255	0.54	0.0	295254.0	70	-0.773292	NA
VAL-22_T	cnvkit	NF1	chr17	29482980	29687741	0.92	0.005208333333333333	204762.0	77	-1.10757	NA
VAL-23_T	cnvkit	NF1	chr17	29490183	29686053	0.34	0.005208333333333333	195871.0	74	0.386481	NA
VAL-23_T	cnvkit	BRCA1	chr17	41230713	41249832	0.42	0.0	19120.0	57	-0.822449	NA
VAL-24_T	cnvkit	NF1	chr17	29490183	29687741	1.12	0.005208333333333333	197559.0	75	0.368996	NA
VAL-27_T	cnvkit	BRCA1	chr17	40353735	41276778	1.03	0.0	923044.0	278	-0.561991	NA
VAL-67_T	cnvkit	ATM	chr11	107941002	108225621	0.32	0.0	284620.0	66	-0.785433	NA
VAL-67_T	cnvkit	BRCA2	chr13	32890532	32973920	0.0	0.005208333333333333	83389.0	216	1.5787	NA
VAL-67_T	cnvkit	PALB2	chr16	23632662	24101587	0.8	0.0	468926.0	24	0.930165	NA
VAL-67_T	cnvkit	NF1	chr17	29490183	29686053	1.3	0.005208333333333333	195871.0	74	-0.782513	NA
VAL-67_T	cnvkit	BRCA1	chr17	41201333	41271601	0.0	0.015625	70269.0	162	1.6028	NA
VAL-67_T	gatk_cnv	CDKN2A,CDKN2B	chr9	21264809	22009222	-2.53	0.005208333333333333	744414.0	11	0.49157	1
VAL-67_T	cnvkit	CDKN2A,CDKN2B	chr9	21407437	22341781	0.0	0.005208333333333333	934345.0	21	0.134646	NA
VAL-69_T	cnvkit	BRCA1	chr17	41201333	41828696	0.32	0.0	627364.0	199	-0.826531	NA
VAL-32_T	gatk_cnv	BRCA2	chr13	32676054	32891201	1.16	0.0	215148.0	4	0.240521	5
VAL-32_T	gatk_cnv	BRCA2	chr13	32891202	32901567	1.23	0.0	10366.0	7	0.238954	6
VAL-32_T	gatk_cnv	BRCA2	chr13	32901582	32943863	1.25	0.0	42282.0	36	0.231388	31
VAL-32_T	gatk_cnv	BRCA2	chr13	32943864	32956322	1.04	0.015625	12459.0	14	0.485556	4
VAL-32_T	gatk_cnv	BRCA2	chr13	32956323	33001031	1.13	0.0	44709.0	9	0.24162	6
VAL-32_T	gatk_cnv	BAP1	chr3	52272971	52713997	1.14	0.005208333333333333	441027.0	49	0.482231	2
